Date,Order number,Category,Category name,Origin,Remaining (MT)
2026-08-31,058611,5,Organic Coated Sheets,Residual,0
2026-08-31,058612,6,Tin Mill Products,EU,8723
2026-08-31,058613,6,Tin Mill Products,Japan,78
2026-08-31,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-31,058615,6,Tin Mill Products,Residual,4706
2026-08-31,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,27370
2026-08-31,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-08-31,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-08-31,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,926
2026-08-31,058620,12A,Alloy Merchant Bars and Light Sections,EU,12257
2026-08-31,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4720
2026-08-31,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,388
2026-08-31,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,258
2026-08-31,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-31,058625,13,Rebars,EU,20679
2026-08-31,058626,13,Rebars,Turkey,1809
2026-08-31,058627,13,Rebars,Residual,2
2026-08-31,058628,14,Stainless Bars and Light Sections,EU,1588
2026-08-31,058629,14,Stainless Bars and Light Sections,United States of America (the),348
2026-08-31,058630,14,Stainless Bars and Light Sections,Residual,0
2026-08-31,058634,16,Non-alloy and other alloy wire rod,EU,27322
2026-08-31,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-08-31,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,31561
2026-08-31,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),728
2026-08-31,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-31,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,142
2026-08-31,058642,20,Gas Pipes,EU,2341
2026-08-31,058643,20,Gas Pipes,India,580
2026-08-31,058644,20,Gas Pipes,Turkey,2036
2026-08-31,058645,20,Gas Pipes,Residual,1214
2026-08-31,058646,21,Hollow Sections,EU,1574
2026-08-31,058647,21,Hollow Sections,Turkey,17361
2026-08-31,058648,21,Hollow Sections,Residual,2176
2026-09-01,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,57553
2026-09-01,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-09-01,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-09-01,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1741
2026-09-01,058604,4,Metallic Coated Sheets,EU,59699
2026-09-01,058605,4,Metallic Coated Sheets,India,14453
2026-09-01,058606,4,Metallic Coated Sheets,Korea (the Republic of),18003
2026-09-01,058607,4,Metallic Coated Sheets,Vietnam,39063
2026-09-01,058608,4,Metallic Coated Sheets,Residual,14674
2026-09-01,058609,5,Organic Coated Sheets,EU,0
2026-09-01,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-09-01,058611,5,Organic Coated Sheets,Residual,0
2026-09-01,058612,6,Tin Mill Products,EU,8723
2026-09-01,058613,6,Tin Mill Products,Japan,78
2026-09-01,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-09-01,058615,6,Tin Mill Products,Residual,4706
2026-09-01,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,27370
2026-09-01,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-09-01,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-09-01,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,926
2026-09-01,058620,12A,Alloy Merchant Bars and Light Sections,EU,12257
2026-09-01,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4720
2026-09-01,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,388
2026-09-01,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,258
2026-09-01,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-09-01,058625,13,Rebars,EU,20679
2026-09-01,058626,13,Rebars,Turkey,1809
2026-09-01,058627,13,Rebars,Residual,2
2026-09-01,058628,14,Stainless Bars and Light Sections,EU,1588
2026-09-01,058629,14,Stainless Bars and Light Sections,United States of America (the),348
2026-09-01,058630,14,Stainless Bars and Light Sections,Residual,0
2026-09-01,058634,16,Non-alloy and other alloy wire rod,EU,27322
2026-09-01,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-09-01,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,31561
2026-09-01,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),728
2026-09-01,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-09-01,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,142
2026-09-01,058642,20,Gas Pipes,EU,2341
2026-09-01,058643,20,Gas Pipes,India,580
2026-09-01,058644,20,Gas Pipes,Turkey,2036
2026-09-01,058645,20,Gas Pipes,Residual,1214
2026-09-01,058646,21,Hollow Sections,EU,1574
2026-09-01,058647,21,Hollow Sections,Turkey,17361
2026-09-01,058648,21,Hollow Sections,Residual,2176
2026-09-02,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,57219
2026-09-02,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-09-02,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-09-02,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1734
2026-09-02,058604,4,Metallic Coated Sheets,EU,58086
2026-09-02,058605,4,Metallic Coated Sheets,India,14453
2026-09-02,058606,4,Metallic Coated Sheets,Korea (the Republic of),18003
2026-09-02,058607,4,Metallic Coated Sheets,Vietnam,39063
2026-09-02,058608,4,Metallic Coated Sheets,Residual,14674
2026-09-02,058609,5,Organic Coated Sheets,EU,28
2026-09-02,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-09-02,058611,5,Organic Coated Sheets,Residual,0
2026-09-02,058612,6,Tin Mill Products,EU,8652
2026-09-02,058613,6,Tin Mill Products,Japan,78
2026-09-02,058614,6,Tin Mill Products,Korea (the Republic of),275
2026-09-02,058615,6,Tin Mill Products,Residual,4351
2026-09-02,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,25945
2026-09-02,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-09-02,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-09-02,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,926
2026-09-02,058620,12A,Alloy Merchant Bars and Light Sections,EU,10586
2026-09-02,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4719
2026-09-02,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,326
2026-09-02,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,258
2026-09-02,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-09-02,058625,13,Rebars,EU,19243
2026-09-02,058626,13,Rebars,Turkey,1809
2026-09-02,058627,13,Rebars,Residual,2
2026-09-02,058628,14,Stainless Bars and Light Sections,EU,1559
2026-09-02,058629,14,Stainless Bars and Light Sections,United States of America (the),347
2026-09-02,058630,14,Stainless Bars and Light Sections,Residual,0
2026-09-02,058634,16,Non-alloy and other alloy wire rod,EU,23550
2026-09-02,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-09-02,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,30508
2026-09-02,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),726
2026-09-02,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-09-02,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,142
2026-09-02,058642,20,Gas Pipes,EU,2306
2026-09-02,058643,20,Gas Pipes,India,580
2026-09-02,058644,20,Gas Pipes,Turkey,2036
2026-09-02,058645,20,Gas Pipes,Residual,1214
2026-09-02,058646,21,Hollow Sections,EU,1468
2026-09-02,058647,21,Hollow Sections,Turkey,17361
2026-09-02,058648,21,Hollow Sections,Residual,2176
2026-09-03,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,53408
2026-09-03,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-09-03,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-09-03,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1734
2026-09-03,058604,4,Metallic Coated Sheets,EU,55264
2026-09-03,058605,4,Metallic Coated Sheets,India,14453
2026-09-03,058606,4,Metallic Coated Sheets,Korea (the Republic of),18003
2026-09-03,058607,4,Metallic Coated Sheets,Vietnam,37972
2026-09-03,058608,4,Metallic Coated Sheets,Residual,14639
2026-09-03,058609,5,Organic Coated Sheets,EU,28
2026-09-03,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-09-03,058611,5,Organic Coated Sheets,Residual,0
2026-09-03,058612,6,Tin Mill Products,EU,8602
2026-09-03,058613,6,Tin Mill Products,Japan,78
2026-09-03,058614,6,Tin Mill Products,Korea (the Republic of),275
2026-09-03,058615,6,Tin Mill Products,Residual,4333
2026-09-03,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,25743
2026-09-03,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-09-03,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-09-03,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,926
2026-09-03,058620,12A,Alloy Merchant Bars and Light Sections,EU,10446
2026-09-03,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4711
2026-09-03,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,317
2026-09-03,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,258
2026-09-03,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-09-03,058625,13,Rebars,EU,19192
2026-09-03,058626,13,Rebars,Turkey,1809
2026-09-03,058627,13,Rebars,Residual,2
2026-09-03,058628,14,Stainless Bars and Light Sections,EU,1531
2026-09-03,058629,14,Stainless Bars and Light Sections,United States of America (the),346
2026-09-03,058630,14,Stainless Bars and Light Sections,Residual,0
2026-09-03,058634,16,Non-alloy and other alloy wire rod,EU,23265
2026-09-03,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-09-03,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,30484
2026-09-03,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),726
2026-09-03,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-09-03,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,140
2026-09-03,058642,20,Gas Pipes,EU,2260
2026-09-03,058643,20,Gas Pipes,India,580
2026-09-03,058644,20,Gas Pipes,Turkey,1756
2026-09-03,058645,20,Gas Pipes,Residual,1214
2026-09-03,058646,21,Hollow Sections,EU,1419
2026-09-03,058647,21,Hollow Sections,Turkey,17310
2026-09-03,058648,21,Hollow Sections,Residual,2153
2026-09-04,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,53059
2026-09-04,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-09-04,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-09-04,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1734
2026-09-04,058604,4,Metallic Coated Sheets,EU,52309
2026-09-04,058605,4,Metallic Coated Sheets,India,14453
2026-09-04,058606,4,Metallic Coated Sheets,Korea (the Republic of),18003
2026-09-04,058607,4,Metallic Coated Sheets,Vietnam,37972
2026-09-04,058608,4,Metallic Coated Sheets,Residual,14597
2026-09-04,058609,5,Organic Coated Sheets,EU,11
2026-09-04,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-09-04,058611,5,Organic Coated Sheets,Residual,0
2026-09-04,058612,6,Tin Mill Products,EU,8581
2026-09-04,058613,6,Tin Mill Products,Japan,78
2026-09-04,058614,6,Tin Mill Products,Korea (the Republic of),275
2026-09-04,058615,6,Tin Mill Products,Residual,4091
2026-09-04,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,25488
2026-09-04,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-09-04,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-09-04,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,926
2026-09-04,058620,12A,Alloy Merchant Bars and Light Sections,EU,10411
2026-09-04,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4709
2026-09-04,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,272
2026-09-04,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,253
2026-09-04,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-09-04,058625,13,Rebars,EU,19171
2026-09-04,058626,13,Rebars,Turkey,1809
2026-09-04,058627,13,Rebars,Residual,2
2026-09-04,058628,14,Stainless Bars and Light Sections,EU,1523
2026-09-04,058629,14,Stainless Bars and Light Sections,United States of America (the),346
2026-09-04,058630,14,Stainless Bars and Light Sections,Residual,0
2026-09-04,058634,16,Non-alloy and other alloy wire rod,EU,23248
2026-09-04,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-09-04,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,29461
2026-09-04,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),726
2026-09-04,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-09-04,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,140
2026-09-04,058642,20,Gas Pipes,EU,2234
2026-09-04,058643,20,Gas Pipes,India,580
2026-09-04,058644,20,Gas Pipes,Turkey,1734
2026-09-04,058645,20,Gas Pipes,Residual,1214
2026-09-04,058646,21,Hollow Sections,EU,1358
2026-09-04,058647,21,Hollow Sections,Turkey,17191
2026-09-04,058648,21,Hollow Sections,Residual,2153
2026-09-05,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,52347
2026-09-05,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-09-05,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-09-05,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1734
2026-09-05,058604,4,Metallic Coated Sheets,EU,47844
2026-09-05,058605,4,Metallic Coated Sheets,India,14453
2026-09-05,058606,4,Metallic Coated Sheets,Korea (the Republic of),18003
2026-09-05,058607,4,Metallic Coated Sheets,Vietnam,37972
2026-09-05,058608,4,Metallic Coated Sheets,Residual,14579
2026-09-05,058609,5,Organic Coated Sheets,EU,10
2026-09-05,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-09-05,058611,5,Organic Coated Sheets,Residual,0
2026-09-05,058612,6,Tin Mill Products,EU,8554
2026-09-05,058613,6,Tin Mill Products,Japan,78
2026-09-05,058614,6,Tin Mill Products,Korea (the Republic of),275
2026-09-05,058615,6,Tin Mill Products,Residual,4041
2026-09-05,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,25231
2026-09-05,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8422
2026-09-05,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-09-05,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,866
2026-09-05,058620,12A,Alloy Merchant Bars and Light Sections,EU,10394
2026-09-05,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4690
2026-09-05,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,108
2026-09-05,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,166
2026-09-05,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-09-05,058625,13,Rebars,EU,19126
2026-09-05,058626,13,Rebars,Turkey,1809
2026-09-05,058627,13,Rebars,Residual,2
2026-09-05,058628,14,Stainless Bars and Light Sections,EU,1479
2026-09-05,058629,14,Stainless Bars and Light Sections,United States of America (the),346
2026-09-05,058630,14,Stainless Bars and Light Sections,Residual,0
2026-09-05,058634,16,Non-alloy and other alloy wire rod,EU,23234
2026-09-05,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-09-05,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,26426
2026-09-05,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),726
2026-09-05,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-09-05,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,140
2026-09-05,058642,20,Gas Pipes,EU,2201
2026-09-05,058643,20,Gas Pipes,India,580
2026-09-05,058644,20,Gas Pipes,Turkey,1532
2026-09-05,058645,20,Gas Pipes,Residual,1214
2026-09-05,058646,21,Hollow Sections,EU,1356
2026-09-05,058647,21,Hollow Sections,Turkey,17141
2026-09-05,058648,21,Hollow Sections,Residual,2153
2026-09-06,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,52347
2026-09-06,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-09-06,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-09-06,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1734
2026-09-06,058604,4,Metallic Coated Sheets,EU,47844
2026-09-06,058605,4,Metallic Coated Sheets,India,14453
2026-09-06,058606,4,Metallic Coated Sheets,Korea (the Republic of),18003
2026-09-06,058607,4,Metallic Coated Sheets,Vietnam,37972
2026-09-06,058608,4,Metallic Coated Sheets,Residual,14579
2026-09-06,058609,5,Organic Coated Sheets,EU,10
2026-09-06,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-09-06,058611,5,Organic Coated Sheets,Residual,0
2026-09-06,058612,6,Tin Mill Products,EU,8554
2026-09-06,058613,6,Tin Mill Products,Japan,78
2026-09-06,058614,6,Tin Mill Products,Korea (the Republic of),275
2026-09-06,058615,6,Tin Mill Products,Residual,4041
2026-09-06,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,25231
2026-09-06,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8422
2026-09-06,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-09-06,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,866
2026-09-06,058620,12A,Alloy Merchant Bars and Light Sections,EU,10394
2026-09-06,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4690
2026-09-06,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,108
2026-09-06,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,166
2026-09-06,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-09-06,058625,13,Rebars,EU,19126
2026-09-06,058626,13,Rebars,Turkey,1809
2026-09-06,058627,13,Rebars,Residual,2
2026-09-06,058628,14,Stainless Bars and Light Sections,EU,1479
2026-09-06,058629,14,Stainless Bars and Light Sections,United States of America (the),346
2026-09-06,058630,14,Stainless Bars and Light Sections,Residual,0
2026-09-06,058634,16,Non-alloy and other alloy wire rod,EU,23234
2026-09-06,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-09-06,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,26426
2026-09-06,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),726
2026-09-06,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-09-06,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,140
2026-09-06,058642,20,Gas Pipes,EU,2201
2026-09-06,058643,20,Gas Pipes,India,580
2026-09-06,058644,20,Gas Pipes,Turkey,1532
2026-09-06,058645,20,Gas Pipes,Residual,1214
2026-09-06,058646,21,Hollow Sections,EU,1356
2026-09-06,058647,21,Hollow Sections,Turkey,17141
2026-09-06,058648,21,Hollow Sections,Residual,2153
2026-09-07,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,52347
2026-09-07,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-09-07,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-09-07,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1734
2026-09-07,058604,4,Metallic Coated Sheets,EU,47844
2026-09-07,058605,4,Metallic Coated Sheets,India,14453
2026-09-07,058606,4,Metallic Coated Sheets,Korea (the Republic of),18003
2026-09-07,058607,4,Metallic Coated Sheets,Vietnam,37972
2026-09-07,058608,4,Metallic Coated Sheets,Residual,14579
2026-09-07,058609,5,Organic Coated Sheets,EU,10
2026-09-07,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-09-07,058611,5,Organic Coated Sheets,Residual,0
2026-09-07,058612,6,Tin Mill Products,EU,8554
2026-09-07,058613,6,Tin Mill Products,Japan,78
2026-09-07,058614,6,Tin Mill Products,Korea (the Republic of),275
2026-09-07,058615,6,Tin Mill Products,Residual,4041
2026-09-07,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,25231
2026-09-07,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8422
2026-09-07,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-09-07,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,866
2026-09-07,058620,12A,Alloy Merchant Bars and Light Sections,EU,10394
2026-09-07,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4690
2026-09-07,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,108
2026-09-07,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,166
2026-09-07,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-09-07,058625,13,Rebars,EU,19126
2026-09-07,058626,13,Rebars,Turkey,1809
2026-09-07,058627,13,Rebars,Residual,2
2026-09-07,058628,14,Stainless Bars and Light Sections,EU,1479
2026-09-07,058629,14,Stainless Bars and Light Sections,United States of America (the),346
2026-09-07,058630,14,Stainless Bars and Light Sections,Residual,0
2026-09-07,058634,16,Non-alloy and other alloy wire rod,EU,23234
2026-09-07,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-09-07,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,26426
2026-09-07,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),726
2026-09-07,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-09-07,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,140
2026-09-07,058642,20,Gas Pipes,EU,2201
2026-09-07,058643,20,Gas Pipes,India,580
2026-09-07,058644,20,Gas Pipes,Turkey,1532
2026-09-07,058645,20,Gas Pipes,Residual,1214
2026-09-07,058646,21,Hollow Sections,EU,1356
2026-09-07,058647,21,Hollow Sections,Turkey,17141
2026-09-07,058648,21,Hollow Sections,Residual,2153
2026-09-08,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,51925
2026-09-08,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-09-08,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-09-08,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1734
2026-09-08,058604,4,Metallic Coated Sheets,EU,47257
2026-09-08,058605,4,Metallic Coated Sheets,India,14453
2026-09-08,058606,4,Metallic Coated Sheets,Korea (the Republic of),16711
2026-09-08,058607,4,Metallic Coated Sheets,Vietnam,35872
2026-09-08,058608,4,Metallic Coated Sheets,Residual,1369
2026-09-08,058609,5,Organic Coated Sheets,EU,0
2026-09-08,058610,5,Organic Coated Sheets,Korea (the Republic of),2472
2026-09-08,058611,5,Organic Coated Sheets,Residual,0
2026-09-08,058612,6,Tin Mill Products,EU,8523
2026-09-08,058613,6,Tin Mill Products,Japan,78
2026-09-08,058614,6,Tin Mill Products,Korea (the Republic of),275
2026-09-08,058615,6,Tin Mill Products,Residual,3880
2026-09-08,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,24913
2026-09-08,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8406
2026-09-08,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-09-08,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,744
2026-09-08,058620,12A,Alloy Merchant Bars and Light Sections,EU,10212
2026-09-08,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4689
2026-09-08,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,0
2026-09-08,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,166
2026-09-08,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-09-08,058625,13,Rebars,EU,19103
2026-09-08,058626,13,Rebars,Turkey,1809
2026-09-08,058627,13,Rebars,Residual,2
2026-09-08,058628,14,Stainless Bars and Light Sections,EU,1433
2026-09-08,058629,14,Stainless Bars and Light Sections,United States of America (the),346
2026-09-08,058630,14,Stainless Bars and Light Sections,Residual,0
2026-09-08,058634,16,Non-alloy and other alloy wire rod,EU,23234
2026-09-08,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-09-08,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,24083
2026-09-08,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),712
2026-09-08,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-09-08,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,121
2026-09-08,058642,20,Gas Pipes,EU,2199
2026-09-08,058643,20,Gas Pipes,India,580
2026-09-08,058644,20,Gas Pipes,Turkey,1480
2026-09-08,058645,20,Gas Pipes,Residual,1214
2026-09-08,058646,21,Hollow Sections,EU,1301
2026-09-08,058647,21,Hollow Sections,Turkey,17141
2026-09-08,058648,21,Hollow Sections,Residual,2134
2026-09-09,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,51670
2026-09-09,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-09-09,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-09-09,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1734
2026-09-09,058604,4,Metallic Coated Sheets,EU,45183
2026-09-09,058605,4,Metallic Coated Sheets,India,14453
2026-09-09,058606,4,Metallic Coated Sheets,Korea (the Republic of),16711
2026-09-09,058607,4,Metallic Coated Sheets,Vietnam,35872
2026-09-09,058608,4,Metallic Coated Sheets,Residual,1292
2026-09-09,058609,5,Organic Coated Sheets,EU,0
2026-09-09,058610,5,Organic Coated Sheets,Korea (the Republic of),2472
2026-09-09,058611,5,Organic Coated Sheets,Residual,0
2026-09-09,058612,6,Tin Mill Products,EU,8483
2026-09-09,058613,6,Tin Mill Products,Japan,78
2026-09-09,058614,6,Tin Mill Products,Korea (the Republic of),239
2026-09-09,058615,6,Tin Mill Products,Residual,3857
2026-09-09,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,24793
