Date,Order number,Category,Category name,Origin,Remaining (MT)
2026-08-13,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8057
2026-08-13,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-13,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1918
2026-08-13,058604,4,Metallic Coated Sheets,EU,78328
2026-08-13,058605,4,Metallic Coated Sheets,India,20617
2026-08-13,058606,4,Metallic Coated Sheets,Korea (the Republic of),18966
2026-08-13,058607,4,Metallic Coated Sheets,Vietnam,43495
2026-08-13,058608,4,Metallic Coated Sheets,Residual,14753
2026-08-13,058609,5,Organic Coated Sheets,EU,1671
2026-08-13,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-08-13,058611,5,Organic Coated Sheets,Residual,323
2026-08-13,058612,6,Tin Mill Products,EU,9179
2026-08-13,058613,6,Tin Mill Products,Japan,78
2026-08-13,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-13,058615,6,Tin Mill Products,Residual,5876
2026-08-13,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,35981
2026-08-13,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8444
2026-08-13,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),190
2026-08-13,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,2024
2026-08-13,058620,12A,Alloy Merchant Bars and Light Sections,EU,14514
2026-08-13,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4824
2026-08-13,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,589
2026-08-13,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,308
2026-08-13,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-13,058625,13,Rebars,EU,22241
2026-08-13,058626,13,Rebars,Turkey,5308
2026-08-13,058627,13,Rebars,Residual,2
2026-08-13,058628,14,Stainless Bars and Light Sections,EU,1783
2026-08-13,058629,14,Stainless Bars and Light Sections,United States of America (the),370
2026-08-13,058630,14,Stainless Bars and Light Sections,Residual,15
2026-08-13,058634,16,Non-alloy and other alloy wire rod,EU,28347
2026-08-13,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-08-13,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,38408
2026-08-13,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),729
2026-08-13,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-13,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,1921
2026-08-13,058642,20,Gas Pipes,EU,2744
2026-08-13,058643,20,Gas Pipes,India,923
2026-08-13,058644,20,Gas Pipes,Turkey,3555
2026-08-13,058645,20,Gas Pipes,Residual,1216
2026-08-13,058646,21,Hollow Sections,EU,2657
2026-08-13,058647,21,Hollow Sections,Turkey,19603
2026-08-13,058648,21,Hollow Sections,Residual,2316
2026-08-14,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,62188
2026-08-14,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8057
2026-08-14,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-14,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1917
2026-08-14,058604,4,Metallic Coated Sheets,EU,75445
2026-08-14,058605,4,Metallic Coated Sheets,India,20617
2026-08-14,058606,4,Metallic Coated Sheets,Korea (the Republic of),18966
2026-08-14,058607,4,Metallic Coated Sheets,Vietnam,43495
2026-08-14,058608,4,Metallic Coated Sheets,Residual,14745
2026-08-14,058609,5,Organic Coated Sheets,EU,1628
2026-08-14,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-08-14,058611,5,Organic Coated Sheets,Residual,323
2026-08-14,058612,6,Tin Mill Products,EU,9137
2026-08-14,058613,6,Tin Mill Products,Japan,78
2026-08-14,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-14,058615,6,Tin Mill Products,Residual,5876
2026-08-14,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,35696
2026-08-14,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8444
2026-08-14,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-08-14,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,2022
2026-08-14,058620,12A,Alloy Merchant Bars and Light Sections,EU,14414
2026-08-14,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4824
2026-08-14,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,588
2026-08-14,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,308
2026-08-14,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-14,058625,13,Rebars,EU,22194
2026-08-14,058626,13,Rebars,Turkey,5308
2026-08-14,058627,13,Rebars,Residual,2
2026-08-14,058628,14,Stainless Bars and Light Sections,EU,1757
2026-08-14,058629,14,Stainless Bars and Light Sections,United States of America (the),362
2026-08-14,058630,14,Stainless Bars and Light Sections,Residual,8
2026-08-14,058634,16,Non-alloy and other alloy wire rod,EU,28345
2026-08-14,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-08-14,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,38404
2026-08-14,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),729
2026-08-14,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-14,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,1921
2026-08-14,058642,20,Gas Pipes,EU,2676
2026-08-14,058643,20,Gas Pipes,India,923
2026-08-14,058644,20,Gas Pipes,Turkey,3555
2026-08-14,058645,20,Gas Pipes,Residual,1216
2026-08-14,058646,21,Hollow Sections,EU,2609
2026-08-14,058647,21,Hollow Sections,Turkey,19603
2026-08-14,058648,21,Hollow Sections,Residual,2227
2026-08-15,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,61937
2026-08-15,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8057
2026-08-15,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-15,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1917
2026-08-15,058604,4,Metallic Coated Sheets,EU,75014
2026-08-15,058605,4,Metallic Coated Sheets,India,20617
2026-08-15,058606,4,Metallic Coated Sheets,Korea (the Republic of),18966
2026-08-15,058607,4,Metallic Coated Sheets,Vietnam,43495
2026-08-15,058608,4,Metallic Coated Sheets,Residual,14743
2026-08-15,058609,5,Organic Coated Sheets,EU,1604
2026-08-15,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-08-15,058611,5,Organic Coated Sheets,Residual,322
2026-08-15,058612,6,Tin Mill Products,EU,9113
2026-08-15,058613,6,Tin Mill Products,Japan,78
2026-08-15,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-15,058615,6,Tin Mill Products,Residual,5876
2026-08-15,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,34331
2026-08-15,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-08-15,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-08-15,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,2016
2026-08-15,058620,12A,Alloy Merchant Bars and Light Sections,EU,14355
2026-08-15,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4824
2026-08-15,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,551
2026-08-15,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,308
2026-08-15,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-15,058625,13,Rebars,EU,22194
2026-08-15,058626,13,Rebars,Turkey,5308
2026-08-15,058627,13,Rebars,Residual,2
2026-08-15,058628,14,Stainless Bars and Light Sections,EU,1755
2026-08-15,058629,14,Stainless Bars and Light Sections,United States of America (the),362
2026-08-15,058630,14,Stainless Bars and Light Sections,Residual,4
2026-08-15,058634,16,Non-alloy and other alloy wire rod,EU,28283
2026-08-15,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-08-15,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,37643
2026-08-15,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),729
2026-08-15,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-15,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,1921
2026-08-15,058642,20,Gas Pipes,EU,2604
2026-08-15,058643,20,Gas Pipes,India,923
2026-08-15,058644,20,Gas Pipes,Turkey,3095
2026-08-15,058645,20,Gas Pipes,Residual,1216
2026-08-15,058646,21,Hollow Sections,EU,2444
2026-08-15,058647,21,Hollow Sections,Turkey,17453
2026-08-15,058648,21,Hollow Sections,Residual,2227
2026-08-16,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,61937
2026-08-16,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8057
2026-08-16,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-16,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1917
2026-08-16,058604,4,Metallic Coated Sheets,EU,75014
2026-08-16,058605,4,Metallic Coated Sheets,India,20617
2026-08-16,058606,4,Metallic Coated Sheets,Korea (the Republic of),18966
2026-08-16,058607,4,Metallic Coated Sheets,Vietnam,43495
2026-08-16,058608,4,Metallic Coated Sheets,Residual,14743
2026-08-16,058609,5,Organic Coated Sheets,EU,1604
2026-08-16,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-08-16,058611,5,Organic Coated Sheets,Residual,322
2026-08-16,058612,6,Tin Mill Products,EU,9113
2026-08-16,058613,6,Tin Mill Products,Japan,78
2026-08-16,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-16,058615,6,Tin Mill Products,Residual,5876
2026-08-16,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,34331
2026-08-16,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-08-16,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-08-16,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,2016
2026-08-16,058620,12A,Alloy Merchant Bars and Light Sections,EU,14355
2026-08-16,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4824
2026-08-16,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,551
2026-08-16,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,308
2026-08-16,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-16,058625,13,Rebars,EU,22194
2026-08-16,058626,13,Rebars,Turkey,5308
2026-08-16,058627,13,Rebars,Residual,2
2026-08-16,058628,14,Stainless Bars and Light Sections,EU,1755
2026-08-16,058629,14,Stainless Bars and Light Sections,United States of America (the),362
2026-08-16,058630,14,Stainless Bars and Light Sections,Residual,4
2026-08-16,058634,16,Non-alloy and other alloy wire rod,EU,28283
2026-08-16,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-08-16,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,37643
2026-08-16,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),729
2026-08-16,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-16,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,1921
2026-08-16,058642,20,Gas Pipes,EU,2604
2026-08-16,058643,20,Gas Pipes,India,923
2026-08-16,058644,20,Gas Pipes,Turkey,3095
2026-08-16,058645,20,Gas Pipes,Residual,1216
2026-08-16,058646,21,Hollow Sections,EU,2444
2026-08-16,058647,21,Hollow Sections,Turkey,17453
2026-08-16,058648,21,Hollow Sections,Residual,2227
2026-08-17,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,61937
2026-08-17,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8057
2026-08-17,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-17,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1917
2026-08-17,058604,4,Metallic Coated Sheets,EU,75014
2026-08-17,058605,4,Metallic Coated Sheets,India,20617
2026-08-17,058606,4,Metallic Coated Sheets,Korea (the Republic of),18966
2026-08-17,058607,4,Metallic Coated Sheets,Vietnam,43495
2026-08-17,058608,4,Metallic Coated Sheets,Residual,14743
2026-08-17,058609,5,Organic Coated Sheets,EU,1604
2026-08-17,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-08-17,058611,5,Organic Coated Sheets,Residual,322
2026-08-17,058612,6,Tin Mill Products,EU,9113
2026-08-17,058613,6,Tin Mill Products,Japan,78
2026-08-17,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-17,058615,6,Tin Mill Products,Residual,5876
2026-08-17,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,34331
2026-08-17,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-08-17,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-08-17,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,2016
2026-08-17,058620,12A,Alloy Merchant Bars and Light Sections,EU,14355
2026-08-17,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4824
2026-08-17,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,551
2026-08-17,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,308
2026-08-17,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-17,058625,13,Rebars,EU,22194
2026-08-17,058626,13,Rebars,Turkey,5308
2026-08-17,058627,13,Rebars,Residual,2
2026-08-17,058628,14,Stainless Bars and Light Sections,EU,1755
2026-08-17,058629,14,Stainless Bars and Light Sections,United States of America (the),362
2026-08-17,058630,14,Stainless Bars and Light Sections,Residual,4
2026-08-17,058634,16,Non-alloy and other alloy wire rod,EU,28283
2026-08-17,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-08-17,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,37643
2026-08-17,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),729
2026-08-17,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-17,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,1921
2026-08-17,058642,20,Gas Pipes,EU,2604
2026-08-17,058643,20,Gas Pipes,India,923
2026-08-17,058644,20,Gas Pipes,Turkey,3095
2026-08-17,058645,20,Gas Pipes,Residual,1216
2026-08-17,058646,21,Hollow Sections,EU,2444
2026-08-17,058647,21,Hollow Sections,Turkey,17453
2026-08-17,058648,21,Hollow Sections,Residual,2227
2026-08-18,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,61937
2026-08-18,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8057
2026-08-18,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-18,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1917
2026-08-18,058604,4,Metallic Coated Sheets,EU,75014
2026-08-18,058605,4,Metallic Coated Sheets,India,20617
2026-08-18,058606,4,Metallic Coated Sheets,Korea (the Republic of),18966
2026-08-18,058607,4,Metallic Coated Sheets,Vietnam,43495
2026-08-18,058608,4,Metallic Coated Sheets,Residual,14743
2026-08-18,058609,5,Organic Coated Sheets,EU,1604
2026-08-18,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-08-18,058611,5,Organic Coated Sheets,Residual,322
2026-08-18,058612,6,Tin Mill Products,EU,9113
2026-08-18,058613,6,Tin Mill Products,Japan,78
2026-08-18,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-18,058615,6,Tin Mill Products,Residual,5876
2026-08-18,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,34331
2026-08-18,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-08-18,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-08-18,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,2016
2026-08-18,058620,12A,Alloy Merchant Bars and Light Sections,EU,14355
2026-08-18,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4824
2026-08-18,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,551
2026-08-18,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,308
2026-08-18,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-18,058625,13,Rebars,EU,22194
2026-08-18,058626,13,Rebars,Turkey,5308
2026-08-18,058627,13,Rebars,Residual,2
2026-08-18,058628,14,Stainless Bars and Light Sections,EU,1755
2026-08-18,058629,14,Stainless Bars and Light Sections,United States of America (the),362
2026-08-18,058630,14,Stainless Bars and Light Sections,Residual,4
2026-08-18,058634,16,Non-alloy and other alloy wire rod,EU,28283
2026-08-18,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-08-18,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,37643
2026-08-18,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),729
2026-08-18,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-18,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,1921
2026-08-18,058642,20,Gas Pipes,EU,2604
2026-08-18,058643,20,Gas Pipes,India,923
2026-08-18,058644,20,Gas Pipes,Turkey,3095
2026-08-18,058645,20,Gas Pipes,Residual,1216
2026-08-18,058646,21,Hollow Sections,EU,2444
2026-08-18,058647,21,Hollow Sections,Turkey,17453
2026-08-18,058648,21,Hollow Sections,Residual,2227
2026-08-19,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,61518
2026-08-19,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-08-19,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-19,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1842
2026-08-19,058604,4,Metallic Coated Sheets,EU,72977
2026-08-19,058605,4,Metallic Coated Sheets,India,20617
2026-08-19,058606,4,Metallic Coated Sheets,Korea (the Republic of),18966
2026-08-19,058607,4,Metallic Coated Sheets,Vietnam,43495
2026-08-19,058608,4,Metallic Coated Sheets,Residual,14739
2026-08-19,058609,5,Organic Coated Sheets,EU,629
2026-08-19,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-08-19,058611,5,Organic Coated Sheets,Residual,317
2026-08-19,058612,6,Tin Mill Products,EU,9066
2026-08-19,058613,6,Tin Mill Products,Japan,78
2026-08-19,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-19,058615,6,Tin Mill Products,Residual,4956
2026-08-19,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,31655
2026-08-19,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-08-19,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-08-19,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,1032
2026-08-19,058620,12A,Alloy Merchant Bars and Light Sections,EU,12680
2026-08-19,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4793
2026-08-19,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,550
2026-08-19,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,261
2026-08-19,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-19,058625,13,Rebars,EU,20916
2026-08-19,058626,13,Rebars,Turkey,5308
2026-08-19,058627,13,Rebars,Residual,2
2026-08-19,058628,14,Stainless Bars and Light Sections,EU,1711
2026-08-19,058629,14,Stainless Bars and Light Sections,United States of America (the),362
2026-08-19,058630,14,Stainless Bars and Light Sections,Residual,1
2026-08-19,058634,16,Non-alloy and other alloy wire rod,EU,27519
2026-08-19,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-08-19,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,35618
2026-08-19,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),729
2026-08-19,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-19,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,1795
2026-08-19,058642,20,Gas Pipes,EU,2569
2026-08-19,058643,20,Gas Pipes,India,816
2026-08-19,058644,20,Gas Pipes,Turkey,3080
2026-08-19,058645,20,Gas Pipes,Residual,1214
2026-08-19,058646,21,Hollow Sections,EU,2157
2026-08-19,058647,21,Hollow Sections,Turkey,17453
2026-08-19,058648,21,Hollow Sections,Residual,2233
2026-08-20,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,61389
2026-08-20,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-08-20,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-20,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1842
2026-08-20,058604,4,Metallic Coated Sheets,EU,70403
2026-08-20,058605,4,Metallic Coated Sheets,India,14453
2026-08-20,058606,4,Metallic Coated Sheets,Korea (the Republic of),18966
2026-08-20,058607,4,Metallic Coated Sheets,Vietnam,43495
2026-08-20,058608,4,Metallic Coated Sheets,Residual,14733
2026-08-20,058609,5,Organic Coated Sheets,EU,573
2026-08-20,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-08-20,058611,5,Organic Coated Sheets,Residual,307
2026-08-20,058612,6,Tin Mill Products,EU,8929
2026-08-20,058613,6,Tin Mill Products,Japan,78
2026-08-20,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-20,058615,6,Tin Mill Products,Residual,4956
2026-08-20,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,31595
2026-08-20,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-08-20,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-08-20,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,1032
2026-08-20,058620,12A,Alloy Merchant Bars and Light Sections,EU,12670
2026-08-20,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4793
2026-08-20,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,532
2026-08-20,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,258
2026-08-20,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-20,058625,13,Rebars,EU,20853
2026-08-20,058626,13,Rebars,Turkey,5308
2026-08-20,058627,13,Rebars,Residual,2
2026-08-20,058628,14,Stainless Bars and Light Sections,EU,1711
2026-08-20,058629,14,Stainless Bars and Light Sections,United States of America (the),362
2026-08-20,058630,14,Stainless Bars and Light Sections,Residual,0
2026-08-20,058634,16,Non-alloy and other alloy wire rod,EU,27433
2026-08-20,058635,16,Non-alloy and other alloy wire rod,Residual,1357
2026-08-20,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,32810
2026-08-20,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),729
2026-08-20,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-20,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,1795
2026-08-20,058642,20,Gas Pipes,EU,2465
2026-08-20,058643,20,Gas Pipes,India,659
2026-08-20,058644,20,Gas Pipes,Turkey,2616
2026-08-20,058645,20,Gas Pipes,Residual,1214
2026-08-20,058646,21,Hollow Sections,EU,2106
2026-08-20,058647,21,Hollow Sections,Turkey,17433
2026-08-20,058648,21,Hollow Sections,Residual,2219
2026-08-21,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,61338
2026-08-21,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-08-21,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-21,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1772
2026-08-21,058604,4,Metallic Coated Sheets,EU,68387
2026-08-21,058605,4,Metallic Coated Sheets,India,14453
2026-08-21,058606,4,Metallic Coated Sheets,Korea (the Republic of),18966
2026-08-21,058607,4,Metallic Coated Sheets,Vietnam,43495
2026-08-21,058608,4,Metallic Coated Sheets,Residual,14728
2026-08-21,058609,5,Organic Coated Sheets,EU,541
2026-08-21,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-08-21,058611,5,Organic Coated Sheets,Residual,307
2026-08-21,058612,6,Tin Mill Products,EU,8897
2026-08-21,058613,6,Tin Mill Products,Japan,78
2026-08-21,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-21,058615,6,Tin Mill Products,Residual,4956
2026-08-21,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,31353
2026-08-21,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-08-21,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-08-21,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,1032
2026-08-21,058620,12A,Alloy Merchant Bars and Light Sections,EU,12583
2026-08-21,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4752
2026-08-21,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,508
2026-08-21,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,258
2026-08-21,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-21,058625,13,Rebars,EU,20815
2026-08-21,058626,13,Rebars,Turkey,5308
2026-08-21,058627,13,Rebars,Residual,2
2026-08-21,058628,14,Stainless Bars and Light Sections,EU,1708
2026-08-21,058629,14,Stainless Bars and Light Sections,United States of America (the),362
2026-08-21,058630,14,Stainless Bars and Light Sections,Residual,0
2026-08-21,058634,16,Non-alloy and other alloy wire rod,EU,27389
2026-08-21,058635,16,Non-alloy and other alloy wire rod,Residual,1357
2026-08-21,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,32769
2026-08-21,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),728
2026-08-21,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-21,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,142
2026-08-21,058642,20,Gas Pipes,EU,2465
2026-08-21,058643,20,Gas Pipes,India,659
2026-08-21,058644,20,Gas Pipes,Turkey,2616
2026-08-21,058645,20,Gas Pipes,Residual,1214
2026-08-21,058646,21,Hollow Sections,EU,2021
2026-08-21,058647,21,Hollow Sections,Turkey,17433
2026-08-21,058648,21,Hollow Sections,Residual,2219
2026-08-22,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,60528
2026-08-22,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-08-22,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-22,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1772
2026-08-22,058604,4,Metallic Coated Sheets,EU,67265
